,PIN,Property Class,Tax Year,Neighborhood Code,Land Square Feet,Town Code,Type of Residence,Apartments,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Other Heating,Central Air,Fireplaces,Attic Type,Attic Finish,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Renovation,Site Desireability,Garage 1 Size,Garage 1 Material,Garage 1 Attachment,Garage 1 Area,Garage 2 Size,Garage 2 Material,Garage 2 Attachment,Garage 2 Area,Porch,Other Improvements,Building Square Feet,Repair Condition,Multi Code,Number of Commercial Units,Prior Tax Year Market Value Estimate (Land),Prior Tax Year Market Value Estimate (Building),Date of Most Recent Sale,Deed No.,Sale Price,Longitude,Latitude,Census Tract,Total Building Square Feet,Multi Property Indicator,Property Address,Modeling Group,Full Baths,Age,Use,Number of Units,Percent Ownership,Condo Class Factor,Multi-Family Indicator,Large Lot,"Condition, Desirability and Utility",Deed Type,O'Hare Noise,Floodplain,Near Major Road,Total Units,Condo Strata,Age Squared,Age Decade,Age Decade Squared,Lot Size Squared,Improvement Size Squared,Location Factor,Garage indicator,Residential share of building,Pure Market Sale,Pure Market Filter,Neigborhood Code (mapping),Square root of lot size,Square root of age,Square root of improvement size,Town and Neighborhood
1941354,31023200180000,204,2019,55,9380,32,1.0,0.0,2.0,1.0,6.0,4.0,3.0,3.0,1.0,5.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2038.0,2.0,2.0,0.0,32830.0,148910.0,,,,-87.7053096083348,41.5464660515458,829902.0,,0,818  ASH ST,SF,2.0,54,1,,,,,,,,0.0,0.0,0.0,1.0,,2916,5.4,29.16,87984400,4153444.0,0.384111039274994,1.0,,0,0,55,96.850400102426,7.34846922834953,45.1442133611828,3255
1941355,31023200190000,278,2019,55,8710,32,2.0,0.0,2.0,1.0,8.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,3,0.0,2800.0,2.0,2.0,0.0,30480.0,186630.0,,,,-87.7053082826623,41.5462801473779,829902.0,,0,824  ASH ST,SF,2.0,52,1,,,,,,,,0.0,0.0,0.0,1.0,,2704,5.2,27.04,75864100,7840000.0,0.383450915539153,1.0,,0,0,55,93.3273807625608,7.21110255092798,52.9150262212918,3255
1941356,31023200200000,278,2019,55,9756,32,2.0,0.0,2.0,1.0,8.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2443.0,2.0,2.0,0.0,34140.0,164430.0,,,,-87.705306341542,41.5460907936411,829902.0,,0,902  ASH ST,SF,2.0,56,1,,,,,,,,0.0,0.0,0.0,1.0,,3136,5.6,31.36,95179536,5968249.0,0.382782525720965,1.0,,0,0,55,98.772465798926,7.48331477354788,49.4267134250296,3255
1941357,31023200210000,203,2019,55,10416,32,1.0,0.0,1.0,1.0,7.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1717.0,2.0,2.0,0.0,36450.0,124070.0,,,,-87.7053247641656,41.54586691013,829902.0,,0,910  ASH ST,SF,2.0,58,1,,,,,,,,0.0,0.0,0.0,1.0,,3364,5.8,33.64,108493056,2948089.0,0.381970416470517,1.0,,0,0,55,102.058806577385,7.61577310586391,41.4366987102013,3255
1941358,31023210010000,234,2019,55,10546,32,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1761.0,2.0,2.0,0.0,36910.0,145280.0,,,,-87.7046166203652,41.5457001849365,829902.0,,0,919  ASH ST,SF,3.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,111218116,3101121.0,0.382237747146068,1.0,,0,0,55,102.693719379522,7.54983443527075,41.9642705167146,3255
1941359,31023210020000,278,2019,55,10545,32,2.0,0.0,3.0,1.0,8.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,3,0.0,2772.0,2.0,2.0,0.0,36900.0,172900.0,08/14/2019,1922646102.0,1.0,-87.7043180262856,41.5457296865573,829902.0,,0,3617  CHERRY HILL DR,SF,2.0,50,1,,,,,,,O,0.0,0.0,0.0,1.0,,2500,5.0,25.0,111197025,7683984.0,0.382666913662981,1.0,,0,0,55,102.68885041717,7.07106781186548,52.6497863243527,3255
1941360,31023210030000,234,2019,55,10400,32,4.0,0.0,3.0,1.0,6.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1595.0,2.0,2.0,0.0,36400.0,118420.0,,,,-87.704020138095,41.5457296993746,829902.0,,0,916  CENTRAL DR,SF,1.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,108160000,2544025.0,0.382975215931913,1.0,,0,0,55,101.980390271856,7.54983443527075,39.9374510954317,3255
1941361,31023210040000,204,2019,55,9053,32,1.0,0.0,1.0,1.0,8.0,4.0,4.0,3.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2013.0,2.0,2.0,0.0,31680.0,115450.0,,,,-87.7045914647797,41.5459823755723,829902.0,,0,907  ASH ST,SF,1.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,81956809,4052169.0,0.383241418538748,1.0,,0,0,55,95.1472542956443,7.54983443527075,44.8664685483491,3255
1941362,31023210050000,278,2019,55,8338,32,2.0,0.0,3.0,1.0,9.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,,2.0,3.0,3.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2114.0,2.0,2.0,0.0,29180.0,174000.0,,,,-87.7045889694919,41.5461587829857,829902.0,,0,901  ASH ST,SF,3.0,52,1,,,,,,,,0.0,0.0,0.0,1.0,,2704,5.2,27.04,69522244,4468996.0,0.383857610386649,1.0,,0,0,55,91.3126497260922,7.21110255092798,45.9782557302906,3255
1941363,31023210060000,207,2019,55,8253,32,2.0,0.0,3.0,1.0,6.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,165.0,1835.0,2.0,2.0,0.0,28880.0,141660.0,,,,-87.7045916464934,41.5463308975236,829902.0,,0,823  ASH ST,SF,2.0,55,1,,,,,,,,0.0,0.0,0.0,1.0,,3025,5.5,30.25,68112009,3367225.0,0.384456007421156,1.0,,0,0,55,90.8460235783603,7.41619848709566,42.8368999812078,3255
1941364,31023210100000,207,2019,55,9585,32,2.0,0.0,3.0,1.0,6.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1972.0,2.0,2.0,0.0,33540.0,173210.0,,,,-87.7047097378907,41.5471149045322,829902.0,,0,801  ASH ST,SF,2.0,56,1,,,,,,,,0.0,0.0,0.0,1.0,,3136,5.6,31.36,91872225,3888784.0,0.387107356374132,1.0,,0,0,55,97.9030132324843,7.48331477354788,44.407206622349,3255
1941365,31023210110000,207,2019,55,8100,32,2.0,0.0,3.0,1.0,6.0,4.0,3.0,3.0,1.0,5.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1850.0,2.0,2.0,0.0,28350.0,135120.0,07/12/2019,1919346001.0,1.0,-87.7044705123836,41.5471161104881,829902.0,,0,3612  BEECH ST,SF,2.0,52,1,,,,,,,O,0.0,0.0,0.0,1.0,,2704,5.2,27.04,65610000,3422500.0,0.387354875416753,1.0,,0,0,55,90.0,7.21110255092798,43.0116263352131,3255
1941366,31023210120000,278,2019,55,8100,32,2.0,0.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,5.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2077.0,2.0,2.0,0.0,28350.0,145620.0,,,,-87.7042519604714,41.5471175202384,829902.0,,0,3606  BEECH ST,SF,1.0,56,1,,,,,,,,0.0,0.0,0.0,1.0,,3136,5.6,31.36,65610000,4313929.0,0.387571544855725,1.0,,0,0,55,90.0,7.48331477354788,45.5741154604234,3255
1941367,31023210130000,203,2019,55,9585,32,1.0,0.0,2.0,1.0,6.0,3.0,4.0,3.0,1.0,5.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1592.0,2.0,2.0,0.0,33540.0,86460.0,,,,-87.7040153667916,41.5471191317191,829902.0,,0,800  CENTRAL DR,SF,1.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,91872225,2534464.0,0.387795013518146,1.0,,0,0,55,97.9030132324843,7.54983443527075,39.89987468652,3255
1941368,31023210140000,203,2019,55,9825,32,1.0,0.0,3.0,1.0,6.0,4.0,4.0,3.0,1.0,5.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1441.0,2.0,2.0,0.0,34380.0,111820.0,,,,-87.7041207882292,41.546835228151,829902.0,,0,806  CENTRAL PARK AVE,SF,2.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,96530625,2076481.0,0.386699014096798,1.0,,0,0,55,99.121138007995,7.54983443527075,37.9605057922046,3255
1941369,31023210150000,278,2019,55,9825,32,2.0,0.0,3.0,1.0,9.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2545.0,2.0,2.0,0.0,34380.0,171650.0,,,,-87.7041188230063,41.5466388971031,829902.0,,0,812  CENTRAL PARK AVE,SF,2.0,55,1,,,,,,,,0.0,0.0,0.0,1.0,,3025,5.5,30.25,96530625,6477025.0,0.386013262968037,1.0,,0,0,55,99.121138007995,7.41619848709566,50.4479930225178,3255
1941370,31023210160000,278,2019,55,10218,32,2.0,0.0,3.0,1.0,8.0,4.0,1.0,1.0,2.0,5.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2010.0,2.0,2.0,0.0,35760.0,155330.0,,,,-87.7041164287519,41.5464323978219,829902.0,,0,820  CENTRAL PARK AVE,SF,2.0,53,1,,,,,,,,0.0,0.0,0.0,1.0,,2809,5.3,28.09,104407524,4040100.0,0.385296141468801,1.0,,0,0,55,101.084123382458,7.28010988928052,44.8330235429198,3255
1941371,31023210170000,234,2019,55,9814,32,4.0,0.0,2.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1510.0,2.0,2.0,0.0,34340.0,125300.0,,,,-87.7041148636624,41.5462231377425,829902.0,,0,902  CENTRAL PARK AVE,SF,2.0,56,1,,,,,,,,0.0,0.0,0.0,1.0,,3136,5.6,31.36,96314596,2280100.0,0.384572644306583,1.0,,0,0,55,99.065634808444,7.48331477354788,38.8587184554509,3255
1941372,31023210180000,234,2019,55,9813,32,4.0,0.0,3.0,1.0,6.0,4.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1557.0,2.0,2.0,0.0,34340.0,105280.0,,,,-87.7041135408859,41.5460178957166,829902.0,,0,908  CENTRAL PARK AVE,SF,1.0,56,1,,,,,,,,0.0,0.0,0.0,1.0,,3136,5.6,31.36,96294969,2424249.0,0.38386681592167,1.0,,0,0,55,99.0605875209712,7.48331477354788,39.4588393138977,3255
1941373,31023210190000,204,2019,55,13755,32,1.0,0.0,3.0,1.0,7.0,4.0,4.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1884.0,2.0,2.0,0.0,37820.0,132300.0,,,,-87.7045962185877,41.5467899046367,829902.0,,0,807  ASH ST,SF,2.0,51,1,,,,,,,,0.0,0.0,0.0,1.0,,2601,5.1,26.01,189200025,3549456.0,0.386068026601694,1.0,,0,0,55,117.281712129385,7.14142842854285,43.4050688284214,3255
1941374,31023210200000,278,2019,55,11004,32,2.0,0.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2650.0,2.0,2.0,0.0,38510.0,177190.0,,,,-87.704592254998,41.5465336531505,829902.0,,0,813  ASH ST,SF,2.0,40,1,,,,,,,,0.0,0.0,0.0,1.0,,1600,4.0,16.0,121088016,7022500.0,0.385167194106137,1.0,,0,0,55,104.899952335547,6.32455532033676,51.478150704935,3255
1941375,31023220010000,278,2019,55,9520,32,2.0,0.0,3.0,1.0,8.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2240.0,2.0,2.0,0.0,33320.0,162770.0,,,,-87.708277592826,41.5440547797127,829902.0,,0,3758  CHERRY HILL DR,SF,2.0,49,1,,,,,,,,0.0,0.0,0.0,1.0,,2401,4.9,24.01,90630400,5017600.0,0.370747175572898,1.0,,0,0,55,97.5704873412037,7.0,47.3286382647969,3255
1941376,31023220020000,234,2019,55,8100,32,4.0,0.0,3.0,1.0,6.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,2.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1832.0,2.0,2.0,0.0,28350.0,160160.0,,,,-87.708041090074,41.5440555533213,829902.0,,0,3752  CHERRY HILL DR,SF,3.0,48,1,,,,,,,,0.0,0.0,0.0,1.0,,2304,4.8,23.04,65610000,3356224.0,0.371213827463948,1.0,,0,0,55,90.0,6.92820323027551,42.8018691180654,3255
1941377,31023220030000,234,2019,55,8100,32,4.0,0.0,3.0,2.0,7.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1785.0,2.0,2.0,0.0,28350.0,124060.0,,,,-87.7078246998457,41.5440560847868,829902.0,,0,3746  CHERRY HILL DR,SF,2.0,52,1,,,,,,,,0.0,0.0,0.0,1.0,,2704,5.2,27.04,65610000,3186225.0,0.371630795366247,1.0,,0,0,55,90.0,7.21110255092798,42.2492603485552,3255
1941378,31023220040000,203,2019,55,9255,32,1.0,0.0,3.0,1.0,6.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1587.0,2.0,2.0,0.0,32390.0,117960.0,,,,-87.707590848176,41.544057021007,829902.0,,0,3740  CHERRY HILL DR,SF,1.0,53,1,,,,,,,,0.0,0.0,0.0,1.0,,2809,5.3,28.09,85655025,2518569.0,0.372072552227109,1.0,,0,0,55,96.2029105588807,7.28010988928052,39.8371685740842,3255
1941379,31023220050000,234,2019,55,9620,32,4.0,0.0,3.0,1.0,10.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1710.0,2.0,2.0,0.0,33670.0,125650.0,,,,-87.7081665211794,41.5437707854726,829902.0,,0,1021  HAMLIN AVE,SF,2.0,46,1,,,,,,,,0.0,0.0,0.0,1.0,,2116,4.6,21.16,92544400,2924100.0,0.369960114519359,1.0,,0,0,55,98.0815986819138,6.78232998312527,41.3521462562707,3255
1941380,31023220060000,234,2019,55,9620,32,4.0,0.0,3.0,1.0,7.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,3.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1603.0,2.0,2.0,0.0,33670.0,131290.0,,,,-87.7081647730645,41.5435662096577,829902.0,,0,1029  HAMLIN AVE,SF,2.0,48,1,,,,,,,,0.0,0.0,0.0,1.0,,2304,4.8,23.04,92544400,2569609.0,0.369243582524816,1.0,,0,0,55,98.0815986819138,6.92820323027551,40.0374824383352,3255
1941381,31023220070000,203,2019,55,9620,32,1.0,0.0,2.0,1.0,7.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,,2.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,1,0.0,1517.0,2.0,2.0,0.0,33670.0,124430.0,,,,-87.7081625076885,41.5433598906107,829902.0,,0,1031  HAMLIN AVE,SF,1.0,39,1,,,,,,,,0.0,0.0,0.0,1.0,,1521,3.9,15.21,92544400,2301289.0,0.368526156792662,1.0,,0,0,55,98.0815986819138,6.2449979983984,38.9486841883009,3255
1941382,31023220080000,207,2019,55,9620,32,2.0,0.0,3.0,1.0,8.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,3,684.0,1908.0,2.0,2.0,0.0,33670.0,152310.0,,,,-87.7081606305848,41.5431567094645,829902.0,,0,1035  HAMLIN AVE,SF,2.0,38,1,,,,,,,,0.0,0.0,0.0,1.0,,1444,3.8,14.44,92544400,3640464.0,0.367823102415229,1.0,,0,0,55,98.0815986819138,6.16441400296898,43.6806593356831,3255
1941383,31023220090000,278,2019,55,9620,32,2.0,0.0,1.0,1.0,7.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2762.0,2.0,2.0,0.0,33670.0,161850.0,,,,-87.70815877457,41.5429522603111,829902.0,,0,1051  HAMLIN AVE,SF,2.0,39,1,,,,,,,,0.0,0.0,0.0,1.0,,1521,3.9,15.21,92544400,7628644.0,0.367119808389445,1.0,,0,0,55,98.0815986819138,6.2449979983984,52.5547333738836,3255
1941384,31023220100000,278,2019,55,9691,32,2.0,0.0,3.0,1.0,8.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2610.0,2.0,2.0,0.0,33910.0,171480.0,,,,-87.7081571274257,41.5427485202497,829902.0,,0,1053  HAMLIN AVE,SF,2.0,38,1,,,,,,,,0.0,0.0,1.0,1.0,,1444,3.8,14.44,93915481,6812100.0,0.366422781901685,1.0,,0,0,55,98.4428768372806,6.16441400296898,51.0881590977792,3255
1941385,31023220150000,278,2019,55,15169,32,2.0,0.0,3.0,1.0,8.0,6.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2885.0,2.0,2.0,0.0,41710.0,185780.0,,,,-87.7076834347347,41.5428279185362,829902.0,,0,3738  POPLAR RD,SF,2.0,45,1,,,,,,,,0.0,0.0,1.0,1.0,,2025,4.5,20.25,230098561,8323225.0,0.36764682770322,1.0,,0,0,55,123.162494291079,6.70820393249937,53.7121960079831,3255
1941386,31023220160000,234,2019,55,10630,32,4.0,0.0,3.0,1.0,8.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2382.0,2.0,2.0,0.0,37200.0,154970.0,,,,-87.7073267957322,41.5427779204507,829902.0,,0,3734  POPLAR RD,SF,2.0,49,1,,,,,,,,0.0,0.0,1.0,1.0,,2401,4.9,24.01,112996900,5673924.0,0.368166652066642,1.0,,0,0,55,103.101891350256,7.0,48.8057373676497,3255
1941387,31023220170000,278,2019,55,9589,32,2.0,0.0,3.0,1.0,8.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2045.0,2.0,2.0,0.0,33560.0,129040.0,,,,-87.707048166505,41.5428404318757,829902.0,,0,3726  POPLAR RD,SF,2.0,48,1,,,,,,,,0.0,0.0,1.0,1.0,,2304,4.8,23.04,91948921,4182025.0,0.368897678390665,1.0,,0,0,55,97.923439482077,6.92820323027551,45.2216762183801,3255
1941388,31023220180000,203,2019,55,8524,32,1.0,0.0,1.0,1.0,7.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1412.0,2.0,2.0,0.0,29830.0,121230.0,,,,-87.7067948548162,41.5428189835802,829902.0,,0,3718  POPLAR RD,SF,2.0,52,1,,,,,,,,0.0,0.0,1.0,1.0,,2704,5.2,27.04,72658576,1993744.0,0.369286342526893,1.0,,0,0,55,92.3255111006703,7.21110255092798,37.5765884561119,3255
1941389,31023220190000,278,2019,55,8540,32,2.0,0.0,3.0,1.0,8.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,1,0.0,2352.0,2.0,2.0,0.0,29890.0,161390.0,,,,-87.7065416981298,41.5428155687946,829902.0,,0,3712  POPLAR RD,SF,2.0,49,1,,,,,,,,0.0,0.0,1.0,1.0,,2401,4.9,24.01,72931600,5531904.0,0.369722783585595,1.0,,0,0,55,92.4121204171834,7.0,48.4974226119286,3255
1941390,31023220200000,234,2019,55,8610,32,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1444.0,2.0,2.0,0.0,30130.0,103760.0,,,,-87.7062913661335,41.5428147549543,829902.0,,0,3704  POPLAR RD,SF,1.0,58,1,,,,,,,,0.0,0.0,1.0,1.0,,3364,5.8,33.64,74132100,2085136.0,0.370150577620622,1.0,,0,0,55,92.7900856772964,7.61577310586391,38.0,3255
1941391,31023220210000,204,2019,55,18225,32,1.0,0.0,3.0,1.0,8.0,4.0,2.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2074.0,2.0,2.0,0.0,50110.0,112050.0,,,,-87.7076825736852,41.5431975841519,829902.0,,0,3742  POPLAR RD,SF,2.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,332150625,4301476.0,0.368911896496769,1.0,,0,0,55,135.0,7.54983443527075,45.5411901469428,3255
1941392,31023220220000,234,2019,55,11264,32,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1678.0,2.0,2.0,0.0,39420.0,128610.0,,,,-87.707705222704,41.5435129780962,829902.0,,0,1026  MAPLE RD,SF,2.0,49,1,,,,,,,,0.0,0.0,0.0,1.0,,2401,4.9,24.01,126877696,2815684.0,0.369957332122365,1.0,,0,0,55,106.131993291373,7.0,40.9633982965281,3255
1941393,31023220230000,278,2019,55,10965,32,2.0,0.0,3.0,1.0,7.0,4.0,1.0,3.0,1.0,5.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2288.0,2.0,2.0,0.0,38370.0,145740.0,,,,-87.7076968532228,41.54375943119,829902.0,,0,1020  MAPLE RD,SF,2.0,50,1,,,,,,,,0.0,0.0,0.0,1.0,,2500,5.0,25.0,120231225,5234944.0,0.370831270414137,1.0,,0,0,55,104.713895925994,7.07106781186548,47.8330429724056,3255
1941394,31023230010000,234,2019,55,10945,32,4.0,0.0,3.0,1.0,8.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1330.0,2.0,2.0,0.0,38300.0,111070.0,,,,-87.7070144435834,41.5442017913317,829902.0,,0,3728  CHERRY HILL DR,SF,1.0,43,1,,,,,,,,0.0,0.0,0.0,1.0,,1849,4.3,18.49,119793025,1768900.0,0.37361146704703,1.0,,0,0,55,104.618354030256,6.557438524302,36.4691650576209,3255
1941395,31023230020000,278,2019,55,7800,32,2.0,0.0,3.0,2.0,8.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,,2.0,3.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2292.0,2.0,2.0,0.0,27300.0,161900.0,08/08/2019,1922045106.0,218160.0,-87.7067676828577,41.5442896997645,829902.0,,0,3722  CHERRY HILL DR,SF,2.0,52,1,,,,,,,T,0.0,0.0,0.0,1.0,,2704,5.2,27.04,60840000,5253264.0,0.374337242722676,1.0,,1,1,55,88.3176086632785,7.21110255092798,47.8748368143433,3255
1941396,31023230030000,234,2019,55,7800,32,4.0,0.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1761.0,2.0,2.0,0.0,27300.0,129470.0,,,,-87.7065830738112,41.5443742751346,829902.0,,0,3718  CHERRY HILL DR,SF,2.0,53,1,,,,,,,,0.0,0.0,0.0,1.0,,2809,5.3,28.09,60840000,3101121.0,0.37493591811841,1.0,,0,0,55,88.3176086632785,7.28010988928052,41.9642705167146,3255
